site_name,latitude,longitude,region,country,state,county,com_type,commod1,commod2,commod3,oper_type,prod_size,dev_stat,ore,gangue,work_type,hrock_type,arock_type
Gardner-Mackinaw Mine,46.25028,-87.39084,NA,United States,Michigan,Marquette,M,Iron,,,Underground,S,Past Producer,"Hematite, Magnetite, Goethite",Quartz,Underground,Iron Formation,
Gibson Prospect,46.52306,-87.95225,NA,United States,Michigan,Marquette,M,Iron,,,Underground,S,Past Producer,"Hematite, Magnetite, Goethite",Quartz,Underground,Iron Formation,
Goodrich Prospect,46.45944,-87.73585,NA,United States,Michigan,Marquette,M,Iron,,,Underground,S,Prospect,"Hematite, Magnetite, Goethite",Quartz,Underground,Iron Formation,
Greenwood Mine,46.46444,-87.7678,NA,United States,Michigan,Marquette,M,Iron,,,Underground,S,Past Producer,"Hematite, Magnetite, Goethite",Quartz,Underground,Iron Formation,
Himrod Prospect,46.48278,-87.60558,NA,United States,Michigan,Marquette,M,Iron,,,Underground,S,Past Producer,"Hematite, Magnetite, Goethite",Quartz,Underground,Iron Formation,
Hortense Mine,46.52306,-87.95225,NA,United States,Michigan,Marquette,M,Iron,,,Underground,S,Past Producer,"Hematite, Magnetite, Goethite",Quartz,Underground,Iron Formation,
Isabella Mine,46.43639,-87.58752,NA,United States,Michigan,Marquette,M,Iron,,,Surface-Underground,S,Past Producer,"Hematite, Magnetite, Goethite",Quartz,Surface/Underground,Iron Formation,
Lake Superior Group,46.4825,-87.67585,NA,United States,Michigan,Marquette,M,Iron,,,Underground,M,Past Producer,"Hematite, Magnetite, Goethite",Quartz,Underground,Iron Formation,
Lloyd Mine,46.50056,-87.73724,NA,United States,Michigan,Marquette,M,Iron,,,Underground,M,Past Producer,"Hematite, Magnetite, Goethite",Quartz,Underground,Iron Formation,
Lucy Mine,46.49139,-87.61002,NA,United States,Michigan,Marquette,M,Iron,,,Underground,S,Past Producer,"Hematite, Magnetite, Goethite",Quartz,Underground,Iron Formation,
Michigan Prospect,46.47833,-87.86142,NA,United States,Michigan,Marquette,M,Iron,,,Surface,S,Prospect,"Hematite, Magnetite, Goethite",Quartz,Surface,Iron Formation,
Moro Mine,46.48861,-87.65974,NA,United States,Michigan,Marquette,M,Iron,,,Underground,S,Past Producer,"Hematite, Magnetite, Goethite",Quartz,Underground,Iron Formation,
Morris Mine,46.50028,-87.74224,NA,United States,Michigan,Marquette,M,Iron,,,Underground,M,Past Producer,"Hematite, Magnetite, Goethite",Quartz,Underground,Iron Formation,
Negaunee Mine,46.50083,-87.59446,NA,United States,Michigan,Marquette,M,Iron,,,Underground,M,Past Producer,"Hematite, Magnetite, Goethite",Quartz,Underground,Iron Formation,
Ogden Mine,46.46472,-87.63113,NA,United States,Michigan,Marquette,M,Iron,,,Surface,S,Past Producer,"Hematite, Magnetite, Goethite",Quartz,Surface,Iron Formation,
Pioneer Mine,46.49722,-87.56946,NA,United States,Michigan,Marquette,M,Iron,,,Surface,S,Past Producer,"Hematite, Magnetite, Goethite",Quartz,Surface,Iron Formation,
Pontiac Prospect,46.49028,-87.62085,NA,United States,Michigan,Marquette,M,Iron,,,Surface,S,Producer,"Hematite, Magnetite, Goethite",Quartz,Surface,Iron Formation,
Richmond Mine (New),46.43722,-87.54668,NA,United States,Michigan,Marquette,M,Iron,,,Surface,S,Past Producer,"Hematite, Magnetite, Goethite",Quartz,Surface,Iron Formation,
Saginaw Mine,46.46111,-87.72669,NA,United States,Michigan,Marquette,M,Iron,,,Underground,S,Past Producer,"Hematite, Magnetite, Goethite",Quartz,Underground,Iron Formation,
Salisbury Mine,46.47278,-87.66752,NA,United States,Michigan,Marquette,M,Iron,,,Underground,S,Past Producer,"Hematite, Magnetite, Goethite",Quartz,Underground,Iron Formation,
Stephenson Mine,46.27778,-87.4689,NA,United States,Michigan,Marquette,M,Iron,,,Underground,S,Past Producer,"Hematite, Magnetite, Goethite",Quartz,Underground,Iron Formation,
Volunteer (New) Mine,46.44667,-87.6153,NA,United States,Michigan,Marquette,M,Iron,,,Surface,M,Producer,"Hematite, Magnetite, Goethite",Quartz,Surface,Iron Formation,
Humboldt (Old) Mine,46.48861,-87.90447,NA,United States,Michigan,Marquette,M,Iron,,,Underground,S,Past Producer,"Hematite, Magnetite, Goethite",Quartz,Underground,Iron Formation,
Lac La Belle Exploration,47.42222,-87.80419,NA,United States,Michigan,Keweenaw,,Copper,,,Surface-Underground,S,Past Producer,Copper,"Calcite, Prehnite, Quartz, Datolite, Laumontite, Epidote, Chlorite",Surface/Underground,Basalt,
Bohemian Range Exploration,47.34028,-88.2356,NA,United States,Michigan,Keweenaw,M,Copper,,,Underground,U,Prospect,Copper,"Calcite, Quartz, Epidote, Chlorite",Underground,Basalt,
Suffolk Exploration,47.34472,-88.23448,NA,United States,Michigan,Keweenaw,M,Copper,,,Underground,S,Past Producer,Chalcocite,"Quartz, Calcite",Underground,Rhyolite,
West Croesus Prospect,43.99429,-114.65312,NA,United States,Idaho,Custer,M,"Silver, Gold",,,Underground,N,Prospect,,,Underground,"Quartzite,Granite",Granite
Spanish Gold Mine Lode,37.37086,-104.97277,NA,United States,Colorado,Las Animas,M,Gold,"Copper, Lead, Silver",,Underground,N,Prospect,"Chalcopyrite, Galena, Sphalerite, Tetrahedrite","Calcite, Quartz, Siderite",Underground,"Shale,Sandstone,Conglomerate","Syenite,Diorite"
Upper Star of the West Mine,37.61335,-105.26889,NA,United States,Colorado,Costilla,M,Iron,,"Gold, Silver",Underground,S,Past Producer,"Hematite, Magnetite",,Underground,Limestone,Monzonite
Copper Queen Mine,37.56613,-105.27556,NA,United States,Colorado,Costilla,M,Copper,Silver,,Underground,N,Prospect,"Chalcocite, Chalcopyrite",,Underground,Shale,Granite
Homestake Tunnel,37.61669,-105.26889,NA,United States,Colorado,Costilla,M,"Gold, Silver",,,Underground,N,Prospect,Pyrite,,Surface,Limestone,Diorite
Denver Placers 6-8,37.56863,-105.28639,NA,United States,Colorado,Costilla,M,Gold,,,Surface,S,Past Producer,Gold,,Surface,Sand and Gravel,
Herman Passiflora Mine,38.15973,-105.46363,NA,United States,Colorado,Custer,M,"Silver, Lead","Gold, Iron, Copper",,Underground,S,Past Producer,"Chalcopyrite, Galena, Magnetite, Pyrite","Illite, Jarosite, Quartz",Underground,,"Tuff,Rhyolite,Latite"
Half Moon Mine,38.12223,-105.32668,NA,United States,Colorado,Custer,M,"Silver, Lead",Gold,,Surface-Underground,N,Past Producer,"Galena, Gold",,Underground,Trachyte,Trachyte
Kate Mine,38.14473,-105.45363,NA,United States,Colorado,Custer,M,Silver,"Copper, Lead, Iron",,Surface-Underground,S,Past Producer,"Argentite, Bromyrite, Cerargyrite, Chalcopyrite, Galena, Pyrite","Barite, Fluorite",Underground,Rhyolite,Rhyolite
Haputa Ranch,38.15223,-105.27501,NA,United States,Colorado,Custer,B,"Gold, Thorium, REE, Barium-Barite, Lead",,,Surface-Underground,S,Prospect,"Barite, Galena, Thorite","Calcite, Chalcopyrite, Fluorite, Hematite, Limonite, Pyrite, Quartz, Siderite",Surface/Underground,"Gneiss,Migmatite","Syenite,Mafic Intrusive Rock,Amphibolite,Granite"
Barite Lode,38.14612,-105.35307,NA,United States,Colorado,Custer,M,Thorium,"Silver, Lead, Copper",,Surface-Underground,N,Prospect,"Chalcopyrite, Galena, Silver, Thorite","Barite, Hematite, Limonite, Pyrite, Quartz",Surface/Underground,Gneiss,Plutonic Rock
Cotopaxi Mine,38.38001,-105.69836,NA,United States,Colorado,Fremont,M,"Copper, Zinc","Gold, Silver, Lead","Iron, Molybdenum, Tungsten",Surface-Underground,S,Past Producer,"Anglesite, Bornite, Chalcopyrite, Chrysocolla, Covellite, Cuprite, Gahnite, Galena, Goethite, Gold, Hematite, Limonite, Magnetite, Malachite, Molybdenite, Pyrite, Pyrrhotite, Scheelite, Silver, Sphalerite, Tetrahedrite","Actinolite, Amazonstone, Anthophyllite, Biotite, Calcite, Clinohumite, Cordierite, Diopside, Garnet, Gypsum, Hornblende, Phlogopite, Quartz, Thulite","Unknown, Underground","Amphibolite,Biotite Gneiss,Schist,Gneiss,Skarn (Tactite)",Granodiorite
Texas Creek Prospect,38.45473,-105.60808,NA,United States,Colorado,Fremont,M,"Copper, Silver",,,Underground,N,Prospect,"Bornite, Chalcopyrite",Quartz,Underground,"Schist,Gneiss","Quartz Monzonite,Diorite,Granite"
War Dance Mine,38.3789,-105.44614,NA,United States,Colorado,Fremont,M,Silver,"Copper, Zinc",,Surface-Underground,N,Prospect,"Silver, Sphalerite",Quartz,Unknown,"Schist,Gneiss","Quartz Monzonite,Diorite,Granite"
Good News No.2 Claims,38.40834,-105.39613,NA,United States,Colorado,Fremont,M,Copper,Silver,,Underground,N,Prospect,"Malachite, Silver","Biotite, Garnet, Quartz",Unknown,"Schist,Gneiss","Quartz Monzonite,Diorite,Granite"
Joker Mine,38.39723,-105.32474,NA,United States,Colorado,Fremont,M,"Copper, Silver","Zinc, Gold",,Underground,N,Prospect,Chalcopyrite,"Actinolite, Biotite, Calcite, Epidote, Garnet, Plagioclase, Pyrite, Quartz",Unknown,,"Quartz Monzonite,Granite"
Horseshoe Mine,38.3914,-105.32918,NA,United States,Colorado,Fremont,M,"Lead, Zinc, Copper","Silver, Gold","Uranium, Iron",Surface-Underground,S,Past Producer,"Chalcopyrite, Gahnite, Galena, Gold, Malachite, Pyrite, Silver, Uraninite","Actinolite, Biotite, Garnet",Underground,"Schist,Gneiss,Pegmatite",Granodiorite
Columbine Mine,38.39057,-105.35501,NA,United States,Colorado,Fremont,M,Copper,"Zinc, Lead",Iron,Surface-Underground,N,Prospect,"Bornite, Chalcopyrite, Galena, Pyrite, Sphalerite",,Unknown,"Schist,Gneiss","Quartz Monzonite,Diorite,Granite"
Madonna No. 2,39.37715,-105.19462,NA,United States,Colorado,Jefferson,B,"Quartz, Feldspar",REE,,Surface,S,Past Producer,"Allanite, Gadolinite, Quartz, Microcline",Fluorite,"Unknown, Surface",Pegmatite,"Pegmatite,Granite"
Copper Hill Mine,37.40028,-108.07278,NA,United States,Colorado,La Plata,M,"Silver, Copper","Platinum, Gold, Palladium",,Surface-Underground,S,Past Producer,"Bornite, Chalcocite, Enargite, Galena, Hematite, Magnetite, Malachite, Marcasite, Pyrite, Sphalerite","Ankerite, Apatite, Calcite, Fluorite, Garnet, Limonite, Quartz, Sanidine",Surface/Underground,"Mudstone,Shale,Sandstone",Syenite
Del Monte Mines,37.78083,-110.65306,NA,United States,Utah,Garfield,M,"Uranium, Vanadium",,,Surface-Underground,M,Past Producer,"Carnotite, Roscoelite",Limonite,Underground,"Mudstone,Sandstone",
Mariposa Mine,29.31456,-103.69417,NA,United States,Texas,Brewster,M,Mercury,,,Surface-Underground,M,Past Producer,Cinnabar,,Surface/Underground,"Clay, Mud,Limestone","Trachyte,Basalt"
El Paso Group,43.86848,-116.29237,NA,United States,Idaho,Gem,M,Gold,,Silver,Surface,S,Past Producer,,Pyrite,Underground,Diorite,"Quartz Diorite,Dacite"
Hill and Davis Claim Prospect,43.77769,-115.12923,NA,United States,Idaho,Elmore,M,Gold,,Silver,Surface-Underground,N,Prospect,,Quartz,Surface/Underground,"Quartz Monzonite,Diorite","Quartz Monzonite,Diorite"
Paymaster Mine,43.77989,-115.12733,NA,United States,Idaho,Elmore,M,Gold,,Silver,Underground,S,Past Producer,,"Pyrite, Quartz",Surface/Underground,"Granite,Diorite","Granodiorite,Quartz Monzonite"
Monarch Mine,43.77989,-115.11563,NA,United States,Idaho,Elmore,M,Gold,,"Silver, Tungsten",Underground,M,Past Producer,"Argentite, Miargyrite, Polybasite, Pyrargyrite, Silver, Stephanite","Pyrite, Quartz",Underground,"Quartz Monzonite,Diorite",Lamprophyre
Overlook Mine,43.89708,-115.20784,NA,United States,Idaho,Elmore,M,Silver,Gold,Lead,Underground,S,Past Producer,,"Hematite, Limonite, Pyrite, Quartz",Surface/Underground,Diorite,Diorite
Smith Mine,43.85428,-116.31067,NA,United States,Idaho,Gem,M,Gold,,"Lead, Silver, Zinc",Underground,S,Past Producer,"Chalcopyrite, Galena, Sphalerite","Calcite, Dolomite, Pyrite, Quartz",Underground,Diorite,Diorite
Silver Wreath Mine,43.85878,-116.29657,NA,United States,Idaho,Gem,M,Gold,,"Zinc, Lead",Underground,S,Past Producer,"Galena, Sphalerite","Arsenic, Pyrite, Quartz",Underground,Diorite,Diorite
Lucky Ridge Mine,43.86798,-116.31317,NA,United States,Idaho,Gem,M,"Gold, Silver",,"Lead, Iron, Zinc",Underground,N,Past Producer,"Galena, Sphalerite","Calcite, Pyrite, Quartz",Underground,Diorite,"Diorite,Lamprophyre"
Tilley Mine,48.90987,-116.20936,NA,United States,Idaho,Boundary,M,Lead,,"Copper, Gold, Nickel, Silver, Zinc",Underground,N,Prospect,"Galena, Sphalerite, Tetrahedrite","Pyrite, Quartz, Siderite",Underground,Quartzite,
Monarch Prospect,47.37706,-116.49024,NA,United States,Idaho,Benewah,M,Lead,,"Copper, Zinc",Underground,N,Prospect,"Chalcopyrite, Galena, Sphalerite, Tetrahedrite","Pyrite, Pyrrhotite",Underground,Quartzite,
Last Hope Mine,43.60048,-116.09706,NA,United States,Idaho,Ada,M,Gold,,Silver,Underground,S,Past Producer,,,Underground,,
North Star Mine,43.64678,-116.06096,NA,United States,Idaho,Ada,M,Gold,,,Underground,S,Past Producer,,,Underground,Granite,Granite
Picket Pin Mine,43.61598,-116.10766,NA,United States,Idaho,Ada,M,Gold,,"Lead, Zinc",Underground,S,Past Producer,Lead,,Underground,Granite,"Diorite,Granite"
Morning Star Mine,43.62818,-116.14346,NA,United States,Idaho,Ada,M,Gold,Silver,,Underground,S,Past Producer,,,Underground,Granite,Granite
Big Giant Mine,43.62178,-116.02736,NA,United States,Idaho,Ada,M,Gold,,,Underground,M,Past Producer,,"Iron, Pyrite, Quartz",Underground,Granite,
Kirtley Creek Placers,45.2033,-113.7858,NA,United States,Idaho,Lemhi,M,Gold,,,Placer,M,Past Producer,Gold,"Ilmenite, Magnetite",Surface,Alluvium,
Giant Spar Mine,44.24988,-114.85673,NA,United States,Idaho,Custer,B,Fluorine-Fluorite,,"Silver, Gold",Underground,S,Past Producer,Fluorite,"Chalcedony, Pyrite",Surface/Underground,Quartz Monzonite,Quartz Monzonite
Bright Star Mine,44.25908,-114.86373,NA,United States,Idaho,Custer,B,Gold,Silver,"Uranium, Tellurium, Fluorine-Fluorite",Underground,S,Past Producer,"Fluorite, Sylvanite, Gold","Limonite, Orthoclase, Pyrite, Quartz",Surface/Underground,"Quartz Monzonite,Diorite,Granite","Quartz Monzonite,Diorite,Rhyolite"
Hermit Mine,44.15099,-114.58782,NA,United States,Idaho,Custer,M,Silver,"Zinc, Lead",Copper,Underground,S,Past Producer,"Chalcocite, Chalcopyrite, Covellite, Sphalerite, Tetrahedrite","Limonite, Pyrite, Pyrrhotite, Quartz",Underground,Argillite,Quartz Monzonite
Mountain Vein Prospect,44.27568,-114.95734,NA,United States,Idaho,Custer,M,Silver,,"Zinc, Copper, Lead",Underground,N,Prospect,,Quartz,Surface,"Quartz Monzonite,Granodiorite","Quartz Monzonite,Rhyolite,Diorite"
Carbonate Mine,44.18799,-114.57062,NA,United States,Idaho,Custer,M,Silver,"Zinc, Gold, Copper, Lead",Antimony,Underground,N,Prospect,"Chalcopyrite, Covellite, Galena, Jamesonite, Sphalerite, Tetrahedrite","Pyrite, Pyrrhotite, Quartz",Underground,Argillite,Quartz Monzonite
Hardee Mine,44.29019,-114.79903,NA,United States,Idaho,Custer,M,Uranium,,"Antimony, Silver, Gold",Surface-Underground,S,Past Producer,"Pitchblende, Stibnite","Chalcedony, Limonite, Microcline",Surface/Underground,Quartz Monzonite,"Quartz Monzonite,Pegmatite"
Wrights Gulch Placer,45.24209,-114.08402,NA,United States,Idaho,Lemhi,M,Gold,,,Placer,N,Occurrence,Gold,,Surface,Gravel,
Painter Bar,45.41657,-115.46567,NA,United States,Idaho,Idaho,B,Gold,,"Garnet, Titanium, Iron",Placer,S,Past Producer,"Gold, Ilmenite, Magnetite, Zircon","Apatite, Biotite, Feldspar, Quartz",Surface,Sand and Gravel,
Sierra Gulch Placer,45.26429,-114.03842,NA,United States,Idaho,Lemhi,M,Gold,,,Placer,Y,Past Producer,Gold,,Surface,Gravel,
Sipes Creek Placer,45.62847,-115.54178,NA,United States,Idaho,Idaho,M,Gold,,,Placer,N,Occurrence,Gold,,Surface,Gravel,
Vaught Prospect,43.8722,-113.6694,NA,United States,Idaho,Custer,M,"Molybdenum, Tungsten",,,Underground,N,Prospect,"Molybdenite, Powellite, Scheelite",Garnet,Underground,Skarn (Tactite),Granite
Empire Mine,43.89197,-113.66932,NA,United States,Idaho,Custer,M,"Gold, Copper, Silver","Zinc, Molybdenum, Tungsten",Lead,Underground,S,Past Producer,"Bornite, Chalcocite, Chalcopyrite, Covellite, Cuprite, Galena, Malachite, Molybdenite, Scheelite, Sphalerite, Tenorite, Tetrahedrite, Powellite","Calcite, Epidote, Fluorite, Gypsum, Magnetite, Pyrite, Pyroxene, Pyrrhotite, Quartz, Specularite, Wollastonite",Surface/Underground,"Skarn (Tactite),Limestone",Granite
Viola Mine,44.37684,-112.3478,NA,United States,Idaho,Lemhi,M,Lead,"Silver, Zinc","Copper, Gold",Underground,S,Past Producer,"Anglesite, Galena, Plumbojarosite, Smithsonite, Sphalerite","Iron, Limonite, Pyrite, Quartz, Sand",Surface/Underground,"Limestone,Quartzite",
Phosphate Deposit,42.69822,-111.10889,NA,United States,Idaho,Caribou,N,Phosphorus-Phosphates,,,Surface,N,Prospect,,,Surface,Shale,"Sandstone,Limestone"
Husky No. 1 Proposed Mine,42.61242,-111.25441,NA,United States,Idaho,Caribou,B,Phosphorus-Phosphates,,"Vanadium, Fluorine-Fluorite, Uranium, REE",Surface,N,Prospect,,,Surface,Shale,Limestone
Star-Morning Mine,47.49395,-115.81485,NA,United States,Idaho,Shoshone,M,"Lead, Silver, Zinc",Copper,Gold,Underground,L,Past Producer,"Sphalerite, Galena, Chalcopyrite, Tetrahedrite","Ankerite, Siderite, Quartz, Pyrite, Calcite, Barite, Magnetite, Specularite, Marcasite, Pyrrhotite, Sericite, Chlorite, Biotite",Underground,Quartzite,
Slick Rock,38.78667,-109.70833,NA,United States,Utah,Grand,M,Uranium,Vanadium,,Underground,M,Past Producer,Carnotite,,Surface/Underground,"Mudstone,Siltstone,Sandstone,Conglomerate",
Greenwalt Placer,43.84018,-115.25704,NA,United States,Idaho,Elmore,M,Gold,,,Placer,S,Past Producer,,,Surface,Alluvium,Diorite
D H D Prospect,43.79349,-115.00093,NA,United States,Idaho,Camas,M,Silver,,Lead,Underground,N,Prospect,,"Pegmatite, Quartz",Underground,"Quartz Monzonite,Diorite","Monzonite,Diorite,Diabase"
McComas Magnetite Prospect,45.93767,-115.89789,NA,United States,Idaho,Idaho,M,Iron,,,Surface,N,Prospect,Magnetite,Siderite,Surface/Underground,Gneiss,
Boulder - Bonanza Group,42.25522,-111.4969,NA,United States,Idaho,Bear Lake,M,Lead,Silver,,Underground,S,Past Producer,Galena,"Jasper, Calcite, Dolomite",Underground,Limestone,
Paguate Deposits,35.13056,-107.38194,NA,United States,New Mexico,Cibola,M,Uranium,,"Vanadium, Selenium, Molybdenum",Surface,L,Past Producer,"Carnotite, Coffinite, Tyuyamunite, Uraninite",,Surface/Underground,Sandstone,
San Mateo Mine,35.32838,-107.72118,NA,United States,New Mexico,Cibola,M,Uranium,,,Underground,S,Past Producer,Coffinite,,Underground,Sandstone,
Elsie Shaft and Windy Tunnel,39.93983,-105.48778,NA,United States,Colorado,Boulder,M,Tungsten,,,Underground,N,Past Producer,,,Underground,Gneiss,
Roose Tunnel,39.964,-105.51,NA,United States,Colorado,Boulder,M,Tungsten,,,Underground,N,Past Producer,,,Underground,,
Wild Tiger Mine,40.009,-105.40722,NA,United States,Colorado,Boulder,M,"Gold, Tungsten",,,Underground,N,Past Producer,"Gold, Telluride",,Underground,Gneiss,
Minnie,40.00844,-105.3608,NA,United States,Colorado,Boulder,M,Tungsten,,,Surface-Underground,N,Past Producer,,,"Underground, Surface",,
Pennsylvania Lode,40.00917,-105.38917,NA,United States,Colorado,Boulder,M,Tungsten,,,Underground,N,Past Producer,Ferberite,,Underground,Gneiss,
Red Signe Mine,40.00069,-105.3734,NA,United States,Colorado,Boulder,M,"Gold, Tungsten",,,Underground,N,Past Producer,"Ferberite, Gold, Telluride",Quartz,Underground,,
Yenglin Prospect,34.16611,-93.70722,NA,United States,Arkansas,Pike,M,Mercury,,,Surface-Underground,N,Past Producer,,"Dickite, Goethite, Pyrite, Quartz","Surface, Surface/Underground",Sandstone,
Idamont Property,48.60267,-116.08245,NA,United States,Idaho,Boundary,M,"Gold, Lead","Silver, Zinc",,Surface-Underground,N,Past Producer,Galena,Quartz,"Surface, Underground","Gravel,Quartzite",Gabbro
Eileen Mining Company Prospect,48.77317,-116.16296,NA,United States,Idaho,Boundary,M,Lead,,"Copper, Silver",Surface-Underground,N,Past Producer,"Copper, Galena",Quartz,Underground,"Gabbro,Quartzite",Gabbro
Warm Springs Group Prospect,43.98459,-114.48062,NA,United States,Idaho,Custer,M,Silver,Copper,"Gold, Zinc, Lead",Underground,N,Prospect,,,Underground,Argillite,
Dirty Dutchman Prospect,44.64798,-114.93264,NA,United States,Idaho,Custer,M,Lead,"Silver, Copper",Gold,Surface,N,Occurrence,"Chalcopyrite, Malachite",Pyrite,Surface,Dacite,Dacite
Arcade Mine,44.44599,-114.70953,NA,United States,Idaho,Custer,M,Silver,,"Gold, Lead, Copper",Underground,N,Past Producer,,Quartz,Underground,Tuff,Tuff
Kuna Prospect,44.39959,-114.30172,NA,United States,Idaho,Custer,M,Lead,,Copper,Underground,N,Prospect,Galena,Quartz,Underground,Dolomite,
Union - Companion Prospect,44.2572,-114.4114,NA,United States,Idaho,Custer,M,Lead,,,Surface-Underground,N,Prospect,Galena,Quartz,Surface/Underground,"Quartzite,Argillite",
